level
1
1
1
1
0.785714285714286
0.5
1
0.785714285714286
1
1
0.5
1
1
0.785714285714286
0.785714285714286
0.785714285714286
0.5
1
0.785714285714286
1
0.5
1
0.5
0.785714285714286
1
1
1
0.785714285714286
1
1
1
0.5
1
1
0.5
1
1
1
0.785714285714286
1
1
0.5
1
0.785714285714286
1
0.785714285714286
1
1
0.785714285714286
1
1
0.5
0.785714285714286
1
0.5
1
0.5
1
1
1
1
1
1
0.785714285714286
1
0.5
1
0.5
0.785714285714286
1
1
1
0.785714285714286
1
0.785714285714286
1
1
1
0.5
1
0.785714285714286
1
1
1
1
0.785714285714286
0.5
1
0.785714285714286
0.785714285714286
0.785714285714286
1
0.5
0.785714285714286
1
1
0.785714285714286
0.785714285714286
1
1
0.5
0.785714285714286
1
1
0.5
1
0.785714285714286
0.785714285714286
1
0.5
0.5
1
1
1
0.5
0.785714285714286
1
1
0.785714285714286
1
0.785714285714286
1
0.5
1
1
1
0.785714285714286
1
1
0.5
0.785714285714286
0.785714285714286
1
1
0.785714285714286
1
1
0.5
0.785714285714286
1
1
1
1
0.5
1
1
0.785714285714286
0.785714285714286
0.785714285714286
0.5
0.785714285714286
0.5
1
1
1
0.5
0.785714285714286
1
0.785714285714286
1
0.785714285714286
1
0.785714285714286
1
0.785714285714286
1
1
0.785714285714286
0.5
1
1
1
1
0.785714285714286
0.5
1
0.785714285714286
1
1
0.5
0.785714285714286
1
1
1
0.785714285714286
0.5
1
0.785714285714286
0.785714285714286
0.785714285714286
1
1
1
0.785714285714286
0.5
0.785714285714286
0.5
0.5
1
0.5
0.5
1
1
0.785714285714286
1
1
1
1
1
0.5
1
1
1
1
1
0.785714285714286
1
1
1
1
0.785714285714286
1
1
0.5
0.5
0.5
1
1
0.785714285714286
0.785714285714286
1
1
1
1
1
1
0.5
1
1
1
1
1
0.5
0.5
0.785714285714286
1
0.785714285714286
0.785714285714286
0.785714285714286
1
0.5
0.785714285714286
0.785714285714286
1
1
1
0.5
1
0.785714285714286
1
0.5
1
1
0.785714285714286
1
0.785714285714286
1
1
1
1
1
0.785714285714286
0.785714285714286
1
1
1
0.5
1
0.785714285714286
1
1
0.5
0.785714285714286
1
0.785714285714286
1
1
0.785714285714286
0.785714285714286
1
0.785714285714286
1
0.785714285714286
0.785714285714286
0.785714285714286
1
1
0.785714285714286
1
1
1
0.785714285714286
0.785714285714286
0.5
1
0.785714285714286
0.785714285714286
1
0.5
1
1
1
1
1
1
1
1
0.785714285714286
1
0.5
0.785714285714286
1
1
1
0.5
1
1
0.785714285714286
1
1
1
0.785714285714286
0.785714285714286
1
0.785714285714286
0.785714285714286
0.785714285714286
0.785714285714286
1
0.5
0.785714285714286
1
0.785714285714286
0.785714285714286
0.785714285714286
0.785714285714286
1
0.785714285714286
0.785714285714286
0.785714285714286
0.785714285714286
0.785714285714286
1
1
1
1
0.785714285714286
0.785714285714286
1
1
1
0.785714285714286
1
0.785714285714286
1
0.5
0.785714285714286
1
1
1
1
1
1
1
0.785714285714286
0.785714285714286
1
1
